pid,sentence1,sentence2,label
25649,Any offer,I recharged my mobile using phonepe and I cant find any cashback,0
31594,any deal,Do u have any offer for flight,1
26284,want reminder for phone,view my reminder,0
62501,check my horoscope,🔮 Check Horoscope,1
6183,I still can't find my ID,Still can't find it.,1
2482,Need to buy pass,how to purchase,0
22478,Correct answers,U should correct me,0
24124,Where is the cash back,Didnt receive cash back,0
54537,I dont know my district,I dont know which department to select,0
39697,how to buy paid wifi,I want to purchase plans,0
1947,Where is the cash back,Cash back how much,0
38349,Help to to check the product list,I want to check Term Plan,0
2727,How can I pay my annual asf online with debit card,How do I pay my ASF in advance,0
36018,pin on chat,did not get pin,0
32050,Wouldn't let me pay for ticket,Paying for my ticket was so fast,0
21352,I want to book for testing,do i need to book an appoinment,0
18225,please proceed below flights new delhi to bangalore 1 adult - onward flight - 3038 jet airways 9w-823 dep 02 50 pm 29 dec,Please proceed with below flights for,0
22847,Royal enfield 350,Royal Enfield,1
8652,What is your name,What is your toll free number,0
28673,i want offer on flight tickets,want Flight Tickets,0
230,cheaper than you,show cheapest,0
30299,call to remind exercise,remind me for jog,1
37957,All reminder cancel,remove my reminder,1
45548,get otp,I have a german number.. how can I get otp?,0
42219,create public contest,join public contest,0
4997,price of test,price,0
73951,No One time password received yet,received One time password,1
60306,I need to book tickets,I want to book bus tickets,0
33559,I want to check the PNR status of a train,I want to check flight bookings,0
54757,Where is my cash back ?,My cash back is not credited,0
2214,Do you have any best deal,Cleartrip also has better offers,0
39769,Any cash back offers for paying electricity bills,electricity bill,0
51205,recommend Flight Tickets,like to purchase Flight Tickets,0
17578,Questions please,Ask me question,0
62146,still not got amazon cashback,Not get my Cashback,0
23811,Please help me with booking flight tickets,Book me a flight,0
5376,how can i generate my trading password,trading password online,0
721,Wow! Tell me more,Wow,0
9453,reminder for jog,Can you schedule a reminder for exercise,1
7478,I need a reminder to drink water,list my reminder,0
55471,cancel flight fare alert,remove this flight alert,0
55252,show train from mumbai to delhi,show train schedule,0
1002,I gave the correct ID.,ID is correct,1
64264,What is citibank offer,When will I get the citibank cashback?,0
59945,How will I get to know about gk prize?,How I get a prize,0
38572,Ajmer vidhut vitran nigam limited,Jhodhpur Vidhut vitran Nigam limited,1
23372,Home collection,Please book home collection,1
34108,i want to change my departure,Could you please help me to modify my date if journey,0
73961,Private Vehicle,Private Vehicle  2 wheeler 4 Wheeler,0
23814,looking for Flight Tickets,I want to book flight tickets for Diwali,0
5022,Plz update on refund,Any updates on refund,1
52295,Can you share the Survival benefits?,Survival Benefit of My Life,0
43689,I would like to book a flight ticket,Hi! I want to book a bus ticket. .,0
28024,I've already given the correct ID,I've given the correct order number,0
21747,Want to know Survival Benefits of WAAC,What will be the Survival Benefits of WAAC,1
49216,I want offers on ola.,please suggest offer,1
27397,not able to log in,How to log on,1
25372,provide me Flight Tickets,want flight fare alert,0
12592,I would like to change my meeting reminder,set another reminder meet someone,0
3364,To-do Modification,modification To-Do List,1
7482,tell me about discount deal on flight booking,Tell me about my bookings,0
26877,looking for Flight Tickets,like to buy Flight Tickets,0
63539,any flight deals,Please tell me best domestic flight offer,0
57622,"Hey, can you set a reminder for me to exercise?  .",schedule a reminder,0
642,Please refund me,Didn't receive Refund,0
13544,Any offers currently available on cab booking.,Are there any cashback offers,0
30134,recommend me Flight Tickets,need flights from mumbai to pune,0
3702,want reminder for phone,show reminders,0
52341,still not got amazon cashback,didnt get,0
26666,features of WAAC,Tell me the key features of WAAC,1
38836,tell me about discount deal on flights,tell me about picture,0
50931,Why not received refund,why,0
1185,I can't find my order ID.,"I don't understand, this is the right order ID",0
61319,I had booked the ticket and I wanted to know the terminal,i want ticket from mumbai to pune,0
28886,Can you schedule a reminder for exercise,I need a reminder for exercising,1
27220,what is the test price,test price,1
29709,Bangalore electricity bill payment,Bangalore Electricity,1
52178,I want to delete all old message,I would like to cancel,0
61511,quantity of water should I drink,Will you remind me to drink water?,0
9265,How to connect,please connect,0
73336,Help me with flight booking,Book me a flight,0
68574,But haptik dont charge convenience fees,Can you please update me with the amount of convenience fees,0
22536,Let me speak to a customer service agent,I want to speak to a human,0
24357,I want to re-schedule a flight booking,Can you reschedule my flight?,1
74017,Whats the charge for the test,cost of test,1
32497,Is it permissible to sell parking to allottees?,sell parking to allottees,1
41942,Any other option,is there any other option,1
12379,pin not working,did not work,0
31173,Can you schedule a reminder for exercise,schedule a reminder medicine,0
18496,show ur pic,Please give your number,0
23102,found cheaper fare elsewhere,I found a cheaper fare somewhere else,0
5646,33kg,price of 4kg,0
5111,Verify with another phone number,U r Number pls,0
11373,What are the types of group tours?,Type of group tours,1
5805,Can you help me,I don't need your help,0
33128,want reminder for jog,Can you schedule a reminder for exercise,1
48890,I do not see any information desk near me,Unable to see any OTP,0
2458,I want to book a flight,I want to re-schedule a flight booking,0
22321,Provide more Health benefits,Show more Health Tips,0
37558,Unable to receive pin,Have received pin now,0
29502,I want to play,Hey I would like to play the Haptik Play & Win Quiz .,0
4623,Benefits,total secure plus benefits,0
27334,17kg,Delivery charges 33 Kg,0
74358,set a reminder jog,prepare a reminder exercise,1
73123,need flights from mumbai to pune,flights to Dubai,0
58180,remiand me about medicine,remiand me about,0
34557,bus booking,I want bus booking,1
2538,I found a cheaper fare somewhere else,I am getting a cheaper fare somewhere else,1
30916,Cash back is not come in my wallet,Cash back not come,1
18475,time to approve registration,time to find a lender,0
11948,still not received the withdrawal in my account,still can not login,0
16368,Need to change the destination,I want to modify the dates times,0
22272,Key features of Total Secure,Tell me about Total Secure,0
46820,Auto LPG Franchisee,locate Auto Lpg Stations in other city,0
37439,wake up reminder modification,I need a wake up call,0
13053,I want to book flight tickets for Guru Nank Jayanti,I want to book flight tickets for New Year,0
23452,Domestic LPG Cylinders,Hotel LPG Cylinders,0
37663,citizen login not working,login not working,1
29876,I didn't get my cash back,Why i didnt got the cashback,0
19372,join contest,View already joined contests,0
68356,I want flight rate,I want to know the flight prices to Delhi,0
61388,Pls do not wake me up at every morning. Cancel all my wakeup calls.,set a wake-up call.,0
25013,I need pin,Can you Give me pin number now,0
4787,BSNL landline bill,BSNL landline bill payment is not available in this site,1
48546,where will cash back be used,Cash back not received,0
1948,evng,good morning,0
34685,no help desk at the boarding gates,where is the help desk in delhi airport,0
71716,what is voice ordering,voice ordering,1
60194,"I have holdings in my Demat account, can I close my Demat account without transferring my shares?",Transfer shares online,0
10988,Please mail me the previously booked flight ticket,like to buy Flight Tickets,0
68599,I dont want anymore flight updates please,Not needed,0
74741,found cheaper fare,I got cheaper price for this flight,0
7214,Can you share the Survival benefits?,I wanna know about Survival Benefits,0
3804,Book a flight,New flight booking,0
50964,Nice to talk with you,Am I talking to Bot,0
16679,Book a cab home,I want to book a cab,0
42934,its not working,working,0
68086,Any cashback on ola?,ola offers,1
74582,And back to kochi on night 03 dec,check price for flight from mumbai to pune,0
41584,remiand me about walk,remiand me about,0
4281,Email me my flight tickets,like to purchase Flight Tickets,0
1590,transfer money from bank account to this trading account,Unable to trade,0
46547,No OTP received yet,One time password didnt came,0
35161,is there any minimum balance to be maintained?,minimum balance requirement information,0
68443,Link to download this app on windows,download this app,0
14209,72 hours still not got cashback,I didn't get my cash back,0
67832,commercial cylinder sizes,Why are your cylinder sizes different,0
46198,not able to get the lab id,lab id,0
6874,want reminder for jog,reminder jog,1
46413,Can't find order ID.,I don't know where to find my order ID,0
10784,I want to book flight tickets for Guru Nank Jayanti,I want to book a flight,0
36289,Valentine's day tips,Another Valentine's Day Quote,0
