Text,Summary
This is not orange and tangerine juice; it's mainly apple and grape juice flavored with orange and tangerine. And I really don't care about the vitamin C content; vitamin C is easy to get.<br /><br />What I do care about is that this is definitely the worst-tasting soda of any type that I have ever tried. I couldn't pour it down the drain fast enough.,Tastes like soap.
These cups were difficult to cap (putting the lids on securely was a comedy show) and they created a mess when used in the Keurig; the water went everywhere.  Add together PIA and MESS with an end outcome of weak cup o' Joe = I'm not a very happy buyer.,terrible
"The service and delivery from Amazon was great.  However, the product itself is not worth buying.  No matter what I try, coffee leaks out around the Kcup when brewing....it makes a mess!  Wanted the cups to use my favorite coffee (Tim Hortons), but guess I'll just have to get used to other brands!",Not worth buying!
"I was anxious to try these cups since they seemed to be sealed like the original K-Cups, but was very disappointed in the product.  Though the cups came with no instructions, it was apparent that you just put the filter in, add coffee, then pop the lid on.  Trouble is, the filters size and shape indicate they should hang over the outside edge of the cup, but when doing that I found it impossible to seal the cups.  So I had to tuck the filter inside to be able to close and seal the lid.  After doing that and trying, the coffee ran VERY slow though the K-Cup and after only about three cups, the Keurig machine seemed to get clogged up and stop working.  I cleaned out with vinegar and tried again, but same result.  I ended up throwing these away as it didn't seem worth the effort to return them.  NOT a good product!",Did not work well - clogged my machine
I was really hoping that your product would solve my discontent with the Keurig coffe maker that I received for Xmas.  I am a coffee and chicory drinker so of course I wanted to have the same great coffee thru the Keurig machine.  The mesh filter that I bought first left a slimed residue in the brew....so I believed that the paper filter you created would do the job....well it does it's work properly but it is a little large for the Keurig device....so water and grinds sort of go everywhere.......I dont think your product isnt good ...the whole Keurig experience is a great disappointment!,Good try ...but
"These are supposed to be cherry and brandy filled chocolates. If they contain brandy, it is too subtle for me to detect. A clue to the cause may be the stickiness of the package and the cracks in the candies. It appears they were mistreated at some point and may have leaked. But the box they came in shows no damage. A friend speculated that airline decompression burst them. Maybe, but other imported chocolates don't suffer this problem.<br /><br />I should also mention that the chocolate tastes a little bit dusty on the outside.<br /><br />I can't really recommend these Laroshell candies. There are other brands which are quite good.",Disappointing
The plant was upside down in the box and I had to put the roots back inside the planter.  It never came out of shock and turned black and died.,It died three days after receiving it.
"Hi  - ordered the Venus fly trap...very quick service, nice vendor, but the plant died and turned black...over the next 3 days after we got it...",Venus Flytrap
"I was familiar with a few of Wolfgang's recipes before I tried any of his soups. First I tried a different flavor a year ago, but can't remember anything except it being bland and slimy.  I decided to try it a 30 minutes ago because I was desperate for something healthy and convenient because I was a tad sick and could not make my own unprocessed meal with the ingredients I had home. I bought it for about $3 and hoped I just had a bad can of soup the first time, but this was just awful. No taste, slimy, and hardly any chicken (probably 3-4 tiny pieces). I can see why they added such little chicken. It's just tasteless and dry; tasted nothing like chicken. I'll go try another can of soup that can make me feel a bit better. This sure didn't do it. I have never had soup that tasted bland even after adding salt and seasoning. I see positive reviews that make me thing I had another bad can because I still can't believe it had absolutely no flavor.",Bland and disappointing..
I have two cats. My big boy has eaten these and never had a problem...as a matter of fact he has never vomited or had a hair ball since I adopted him at 2 months. My girl cat throws up every time she eats this particular flavor. Since I treat them equally these are no longer purchased. I hate to see my girl sick so I just recommend you watch your cats after you give them these treats. If not a problem...carry on.,Temptations Vomiting
I bought this coffee because several people who also liked my favorite (Jet Fuel or Emeril's Big Intense Bold) liked this one. Typically Sumatra is one of my favorite coffees as well.<br /><br />I am wondering if they made a bad batch or gave it the wrong label.<br />It is **NOT** bold.  It is extremely mild and smoky tasting.  Not a single member of my family liked it and that's very unusual.<br /><br />I'm going to contact the company to see if they'll exchange it or refund me.  It is THAT bad.,Horrible: did something happen?
